3181,贺一航
3307,晃儿
3311,海生
3090,何炅
3120,霍建华
1019154,黄礼格
12598388,胡蒎
3093,黄征
3322,黄英华
3126,黄宗泽
12487019,洪雨雷
3116,黄家强
1081917,Ghayrat Mahmut
3070,黄玠
3259,呼斯楞
13059435,何东东
1181165,何大河
3112,何润东
3080,黄贯中
13972353,火火兔
1182797,浩天
3121,黄阅
3378,何崇志
3250,火风
3069,洪启
3136,黄蒙拉
1039086,何星烁RapStar
3162,胡兵
30617412,何石
12073309,侯明昊
3068,黄大炜
3276,何晟铭
12379051,何柏诚
3096,贺西格
3055,何勇
12458021,韩毅
3123,黄国俊
3075,何训田
3166,黄鹤翔
94064,Howie Lee
3076,黄秋生
3065,黄立行
3146,侯旭
3362,何鹏
3424,黄平
3210,慧普法师
1006027,涵昱
3056,胡德夫
13839578,黄少谷
1081256,和弦
1068009,前后动机直升机组合
3061,黄磊
1050409,Jason Huang
12505564,昊宇
28897279,鹤勇 
1079076,黄裕翔
3100,黄中原
11975111,ilem
1132544,Iceloki
1038374,iMoon
956418,InfiniteMusic
11987075,impossibleChuck
1047333,iCsuo
900332,imeatART
31524954,Isaac Yong
1039978,ilham丁丁
133386,I N K 本墨导窒
1083022,iimmune
3438,iiiis
28390292,Ian Yu
1031042,ibinbao
13738116,ins白日说唱家
820494,Inbellum
12263528,Imc王辰
29356237,illusory李虚无
1161208,Izumi koga
13707529,IL CANTO
1081840,irevan
13430213,Infernal Chaos
1049076,Inspiration Crowd
1050737,Ilya Ai Wei
1044068,IMCUICUI
1039393,IMAGINE
1031052,Impractical Scraps
3445,Intangible Ism
28085491,ianbird 吴冠亨
1039395,IANNE
1000135,"I,Defiance"
5001,简弘亦
188694,蒋蒋
166014,金志文
13057497,黄明昊 (Justin)
827163,金贵晟
3535,Jason Chen
3459,姜玉阳
3456,姜育恒
29148309,江映东
1047078,江南诚
27694332,贾盛强
28085561,JZN
3464,江涛
3452,蒋大为
789380,OneFly（一腾）
1071076,姜贰拾
187010,J. Sheon
12262268,金6
1182757,J.R.G.
3558,蒋明
3526,JR Fog
12488044,贾昱
30316310,姜凯文
13839019,俊俊
1063007,居来
3539,井柏然
3453,蒋志光
3450,几米
1015710,江潮
12634598,JV陈政文
1097081,JK.Chen
13226406,JK LEE
3536,金培达
3600,江智民
30618494,金瀚
3454,贾鹏芳
3528,靳松
187394,精气神制作
3466,姜鹏
12369108,精神领袖佛爷
905426,金润吉
1049680,吉克曲布
1098154,JZlee
3613,纪晓斌
1038368,贾巴阿叁
1099005,小简
1106073,贾乃亮
3562,金复载
1081155,蒋劲夫
12914018,JOHN$
13059443,J-ONE
13059438,伽里
3499,景岗山
3451,金城武
5839,解小东
187061,解晓东
225978,JOE WANG
190079,家家
3521,姜洋
1038398,纪粹希
31155447,贾凡
3537,鞠起
3463,江得胜
1124432,JeamsKing
13056451,靖佩瑶
187203,坚持者
12488021,聚来提
13059442,姜京佐
3594,蒋山
3504,君君
12192248,金总
729003,贾涛
3576,金玥
12526089,$NGK
3511,蒋月泉
1060009,JIANG.x
3591,甲雍
1038352,蒋敦豪
1049408,姜潮
13500157,觉醒爷爷
3515,Jeff李
3534,贾鹏新
1156032,靳东
3524,极泷
12279763,江都子
3572,君子
999454,金宇晨
1057168,九御kyuugo
3541,姜昆
1039055,井宁
3563,金久哲
3462,吉杰
792823,苏珂
3551,金泽
3498,金学峰
1156277,甲雍喇嘛
3461,江凯文
1050231,金熙泽
1047250,吉克杰拉
1114017,焦正宇
1047064,KBShinya
862058,卡修Rui
13737107,可有道
12261311,柯镇恶
12493703,K ELEVEN
12024274,Kafe.Hu
1019172,凯玟桑
13974121,孔舒航
3617,柯有伦
3625,卡卡
3658,克尔曼
3616,KenT
27694228,康天庥
3670,康梓峰
3619,孔令奇
3614,柯受良
3627,康康
911042,康硕Kenny
3672,柯暮卿
12048189,孔东东
991002,柯智棠
12811143,KEVSER
3654,柯震东
12467220,K2
686006,康康
5980,阚立文
13972448,空城mill
1060093,Keyshawn Binean
1080047,宗儒
222404,卡斯Kas$
3651,KT
1019155,孔垂楠
3649,昆虫白
3624,孔祥东
868001,KillerBlood
1081372,孔岱山
1135192,张童
12356071,凯文
3641,凯撒
3643,Kositu
1161004,开松法师
1038242,堪布贝玛千贝仁波切
3621,克里木
1081974,Koowho
3623,康万生
28387568,K乐
3646,科尔沁夫
1043220,Killazer
12290110,康桥
1069015,杨文博Poe
1099008,KNXER
3640,Kz
12048059,康榕
1050144,库亦晨
3620,孔宏伟
3626,柯羽
1088051,KB
1050581,Rayyy
1132845,K邵庄
3642,康然
27693543,抗癌露露
758285,Karma Kid
12467039,K.Scarlet
3636,Know Hope Collective
12107391,康武军
3639,恐龙李
1094139,Ken-Ming Yang
12171212,康志雄
12061236,邝鉴萍
1046036,口琴ok
12869562,Kitson Lau
12073350,寇麟
1039553,K'桑
1079139,卡列宁
3680,亢帅克
30109610,康乐亥牙
1049889,凯歌
12061058,Knopha
3661,开克尔曼尼
1124332,吕先生
13222461,可力
12086178,邝雨翔
1039757,孔熙俊
961279,孔一兵
12945681,康成
1039449,Kit.Tam
29150357,KNNNT
15249167,郭凯文
3630,空气球
3644,坤鹏
994003,开鹏程
12869224,KaiSummer
1043285,kico
12400042,康绍云
1044036,Kael 鹿帆
13021354,柯海霞
3638,孔锵
30315425,康康
13499905,堪布松柏仁波切
1047200,Foobar
4292,李荣浩
3684,林俊杰
3685,林宥嘉
4393,李代沫
12493781,Lil Ghost小鬼
3691,刘德华
3699,李克勤
4080,刘心
981141,伦桑
3683,李宗盛
3695,李健
12359437,李常超 (Lao乾妈)
3705,李圣杰
3692,林志炫
166010,梁博
30107224,林俊呈
3706,林子祥
4171,刘昊霖
13022016,廖俊涛
3694,罗志祥
3697,卢冠廷
3722,梁汉文
791331,刘梓炎
4069,六哲
932053,蓝波
31153220,赖冠霖
3690,卢广仲
12080400,李俊佑
4130,李玉刚
3686,罗大佑
3812,刘可
4084,林奕匡
12523349,卢焱
3701,黎明
3682,老狼
1025271,刘旭阳
3848,刘允乐
3765,李易峰
1060132,柳爽
1040035,李雪莱 
13056454,灵超
3698,罗文
4093,李行亮
4188,刘佳
1021328,李子阳
1047239,流浪的蛙蛙
1038093,鹿晗
1047298,CADY
13058498,林彦俊
13059447,林超泽
3723,吕方
13056453,李权哲
3704,林志颖
12602151,李现
4006,梁晓雪
4125,骆集益
4015,冷漠
893267,李琦
13057676,李希侃
1043161,Lil Boo
13056456,陆定昊
3747,刘嘉亮
4055,赖伟锋
1039839,李森茂
12066116,李艺皓
30891244,刘宇
3793,陆虎
12263292,六月
3688,刘欢
744274,蓝乐
1051026,廖效浓
13059444,李俊毅
855488,罗艺恒
3707,郎朗
4089,李炜
3768,李绍继
3799,林依轮
4047,李志辉
4320,刘辰希
791054,刘锦泽
936007,李明霖
12457105,李秉成
1039750,李智
15251136,刘志远
3732,罗百吉
3871,刘胡轶
12349677,Lamp Ho
3754,李春波
12010120,李硕
3761,蓝雨
3715,梁朝伟
813095,励志豪
905833,刘伟德
4037,Lu1 路壹
3751,刘浩龙
3772,雷诺儿
3702,林峯
3752,李维
4464,梁雨
12132197,李柄桦(慕辰）
826336,马雨阳
1094010,摩登兄弟刘宇宁
188141,满舒克
4479,MC Hotdog
1132392,马思唯
4569,麦振鸿
4483,麦浚龙
1049168,MuSik I
12413,慕寒
187903,Mc光光
4621,闫东炜
1038238,Mario
4486,毛宁
1043170,冰鑫
4485,马天宇
1050630,孟大宝
13056459,木子洋
12114132,森田
13415208,Max马俊
4552,毛毛
792162,M80
1041122,Mr.岑
4488,满文军
1049174,慕斯の小乖
1060200,Mr.16罗隽永
571797,chill boy
4513,馒头
1089210,MyT1aN
13497629,孟子坤
1039222,梅粮新
4592,马頔
12136063,寐加岛
1063055,Merdan Ablikim
4480,马条
189932,猫饭
1132719,Mardan·omar（买尔旦·吾买尔）
896927,莫西子诗
4481,满江
1043199,MC-5
1058114,马融
13485144,MC七星
12335229,Mc名决
12914544,马伯骞
1156176,孟可
858161,马潇
4527,马上又
4532,马闯
12084382,Mc阿哲
12263877,Mc轩颜
30470286,孟维来
29304235,Melo
4578,莫染
12024162,门小强
1039663,Mc苏刚
4651,马博
4489,MC仁
1105059,方仔Rich John
4490,马浚伟
12506190,Mc楚新
12132083,Mc阳子
957152,喵步小雨中
12389238,MJ-7
896274,mAjorHon
1182160,木梳
12233014,Mc画师
4561,马三立
13971031,面筋哥
13923069,面具锋
817036,蒙面哥
816093,茉莉僧
4566,梅岭
1049093,MILLAN
4607,马丁
12154030,MC星辰
203214,马如龙
4538,马常胜
1032310,漠城
12061030,漠心藤
12309156,Mc熙阳
1038382,苗雨
4533,马海生
12091064,MLK麋鹿王国
4482,麻吉弟弟
12515196,MC阿泽哥
11976077,Matzka玛斯卡
4496,麦子杰
12309126,MC武帝
4568,马志明
1053118,Mllano
894087,马季
896782,苗阜
12263031,幕人
4548,梅兰芳
4619,马旭东
789391,马戏团小丑
4508,马德钟
4539,牟玄甫
12487143,MC凯泽
4574,孟广禄
4542,明圣凯
12514278,那吾克热-NW
990051,泥鳅Niko
190349,NL不分
1074042,Noicybino
980113,宁桓宇
4678,南宫嘉骏
985227,南风ZJN
12049020,Nurmuhammat Tursun
4672,倪安东
4656,牛建党
12049170,Nurim Kuanix
1050258,Nayim.Nabi
30894239,南风
1039882,Nellee
1049392,宁夏
12908088,你样哥
12091030,牛歌
4662,南风（姜海龙）
1046339,南瓜饭
1053166,南玛子呷
804367,南城二哥
1019301,宁林
12776731,尼格买提·热合曼
12196231,拿哥
12312084,聂枫
12098066,南派三叔
4666,聂禹
1050110,还没睡醒的DiDi
12108665,奶猴子
29302224,Neko
1057144,嫩桃弟弟
14055176,倪可
189831,Nencol 
1001005,牛牛
14713145,南明东
935138,倪力
4677,宁峰
27813407,南拳妈妈弹头
28897355,娘吾加
13644134,尼多
1050265,No.6
1049185,聂远
4686,南卓仁波切
27693341,奶油小生
1041070,乃日戈
12042046,牛骏峰
1027039,暖场小粽子
1019357,Nacid
797362,埖小迪
1124323,男森RAP
28391235,怒道诗情
13580194,嗯哼
29500423,牛王
30618288,Ntz
12408261,男众法师
4665,牛朝阳
4660,钮大可
1079101,南一
27694545,奶昔
27695986,南昌Djkevin
862131,倪敏然
29490668,纳兰萌达
12348450,南宫
